Gene	log2FC	p_value
3821	-14.0550	0.4950
105369657	-11.4037	0.4950
255308	-0.8098	0.3230
105369658	0.0000	nan
101060038	15.8606	0.2722
105376675	15.0172	0.2722
10748	-0.2379	0.8305
55110	0.3217	0.1018
55359	-0.6409	0.2677
8531	0.4693	0.2589
112268104	-1.6728	0.1091
101928162	0.0000	nan
50837	-15.1142	0.4950
50836	0.0000	nan
50835	15.5161	0.2722
107984459	-0.1693	0.8929
50839	0.2284	0.8596
100533464	-1.0082	0.1241
11272	-1.9740	0.1851
5554	-0.6532	0.1114
50838	-13.1634	0.4950
5555	-2.2455	0.1552
106707243	-0.8179	0.0591
50840	-2.6684	0.0153
259296	-16.3570	0.2220
259295	0.1247	0.6724
259294	-0.9277	0.3250
259290	-2.6900	0.1090
259292	0.7281	0.6697
259289	-13.8708	0.4950
259293	-16.1391	0.1083
100129361	-0.5612	0.1825
353164	-13.9559	0.4950
5544	-17.8610	0.1438
107987183	-1.0613	0.5546
5545	1.7116	0.4704
5542	-16.8464	0.4950
653247	-16.2106	0.3033
440084	-16.7185	0.4950
338817	-1.5915	0.1514
2120	-0.7471	0.0191
79370	-0.9878	0.6094
103504734	2.1569	0.3681
4040	-1.4744	0.0797
54682	-0.5576	0.4840
503693	1.5086	0.1915
118426	-0.5522	0.0118
107984485	0.2171	0.7947
80824	-0.8324	0.0687
107984486	15.6759	0.2722
1389	-0.9698	0.0222
2842	-1.2222	0.0038
1027	0.1795	0.7830
105369663	1.0251	0.4754
81575	-1.5924	0.4007
107984129	0.9077	0.5750
693198	1.1494	0.5494
51202	0.0202	0.9310
107984492	1.4580	0.3625
112267864	5.9944	0.2785
387841	0.7242	0.5714
9052	-1.0800	0.4309
693199	-18.3481	0.4950
100506314	-0.5075	0.4697
55507	2.0611	0.3495
50865	-1.2943	0.0208
93164	-0.6079	0.1463
57613	-1.4114	0.1000
83445	-2.0250	0.3736
105369666	0.0000	nan
2012	-0.4250	0.5752
283422	0.3737	0.8662
2904	-1.6278	0.3985
105369668	0.0000	nan
105369667	15.3979	0.2722
55729	-0.7327	0.3992
79887	-2.9162	0.1574
101928317	-16.7999	0.3203
101928290	-17.4937	0.2729
144608	-0.8140	0.0356
2984	-1.5081	0.4917
105369669	-1.6603	0.2789
121504	-20.4187	0.0693
55766	-0.4609	0.6059
51729	-0.1892	0.7674
440087	3.2955	0.3208
420	16.0200	0.2722
4256	-1.8639	0.2922
121506	0.0000	nan
397	-1.4104	0.5724
105369670	0.0000	nan
5149	0.0000	nan
101928340	0.0000	nan
107984506	-16.1156	0.4950
85004	-22.8099	0.4869
100873980	-16.8155	0.4950
5800	-3.8343	0.2182
105369673	0.0000	nan
105369672	-0.4953	0.6273
2059	-0.4871	0.1445
102724146	-1.3414	0.0922
11171	0.3248	0.5810
51071	0.2640	0.2874
101928362	-13.2879	0.2692
729025	-13.3444	0.2192
4257	0.2632	0.7422
107984494	1.3131	0.4354
55885	0.8259	0.4537
105369677	0.0000	nan
728622	-0.5349	0.3328
105369678	0.0000	nan
100616279	0.0000	nan
79785	-0.9104	0.3553
5288	-0.1073	0.9505
89869	0.1949	0.9226
93661	0.0000	nan
102724227	13.0389	0.2722
107984527	0.0000	nan
54477	-0.8217	0.0743
112268092	0.5984	0.2835
121536	-0.6866	0.4293
101928387	0.2239	0.5119
105369682	0.0000	nan
100506393	-17.0069	0.1082
105369685	0.0000	nan
105369684	0.0000	nan
105369686	0.0000	nan
105369687	0.0000	nan
105369688	0.0000	nan
5139	-2.8961	0.0557
53919	-3.3211	0.0584
28234	0.0000	nan
115072896	0.0000	nan
338821	0.0000	nan
10599	0.0000	nan
6579	-1.9832	0.6070
3375	0.0000	nan
79912	0.0908	0.9171
5965	-0.0438	0.9634
51026	0.0767	0.9426
80763	0.6556	0.5568
2998	-15.0750	0.0501
3945	0.7827	0.0526
105369689	-16.6704	0.2273
102724261	2.0105	0.0367
3764	0.0602	0.9716
10060	-0.9915	0.6595
55907	0.0857	0.8957
105369690	-0.4763	0.0304
107984497	-14.8365	0.3065
6489	-2.8708	0.0581
112268093	-1.2943	0.4383
105369151	-2.5435	0.1669
9847	-0.9919	0.1827
105369692	-16.1304	0.4950
105369691	-14.2740	0.4950
55500	-0.5673	0.5392
107984516	3.7713	0.3052
101928441	0.0000	nan
6660	0.3885	0.8607
105369697	0.0000	nan
105369696	0.0000	nan
100126320	0.0000	nan
101928471	0.0000	nan
144360	0.0000	nan
105369698	0.0000	nan
586	0.7228	0.4269
105369699	0.4140	0.4139
107984475	0.0000	nan
196415	16.2540	0.2722
645177	0.0000	nan
4033	0.0000	nan
55259	0.3949	0.1846
144363	-0.6259	0.4159
3845	0.1851	0.8532
105369701	0.0000	nan
160492	0.4684	0.8178
100422897	0.0000	nan
100506451	-1.0771	0.1754
11228	-0.6914	0.5144
107984501	0.5404	0.7237
79365	0.5584	0.6449
8082	-0.0604	0.9542
101928554	-0.7850	0.5636
105369705	3.7975	0.3022
105369704	0.0000	nan
107984482	0.0000	nan
3709	-0.4166	0.6069
105369706	0.0000	nan
55726	-0.2908	0.0772
26127	-0.0236	0.9424
51768	-0.1374	0.8198
9412	0.1577	0.8067
728858	0.4571	0.6778
23012	-1.3666	0.0471
56938	1.8073	0.3608
101928646	1.8933	0.4051
341346	-0.0765	0.9608
8496	-0.8298	0.4874
107984461	-2.8105	0.2063
387849	-2.8080	0.1647
60488	-0.6252	0.0327
100287284	-3.4884	0.0096
57542	0.0725	0.9411
105369709	0.0000	nan
5744	-1.5036	0.3084
105369710	-2.2893	0.2841
107984462	-16.7185	0.2276
729291	-0.0028	0.9976
55297	0.4544	0.6317
101928705	-1.1756	0.1120
105369711	0.0000	nan
101928735	-15.8013	0.0870
55711	-0.4896	0.6998
100506606	-0.6425	0.4213
51290	0.4449	0.6941
101055625	-16.3665	0.0792
341350	-2.4144	0.4434
83857	-4.4001	0.2913
105369714	-18.1854	0.3363
105369715	0.0000	nan
105369716	0.0000	nan
105369717	0.0000	nan
105369718	0.0000	nan
105369719	0.0000	nan
105369720	-13.8292	0.1083
10526	-0.9613	0.1626
65981	-0.5460	0.3353
645485	-17.6635	0.0548
100287314	1.1439	0.0588
107984476	0.0000	nan
441631	-1.8501	0.2952
100506660	-0.0930	0.9455
1663	0.5326	0.3906
144203	-1.2896	0.4402
58516	0.0227	0.9823
79857	-14.7545	0.4950
101929027	0.0000	nan
160518	-1.1195	0.1448
100874249	-1.0911	0.2288
254013	-0.5103	0.2418
196394	-0.6645	0.2986
105369722	-16.0586	0.3033
105369724	17.8697	0.2722
107984470	0.0000	nan
440093	0.9206	0.1886
107984532	0.0000	nan
105369723	0.0000	nan
105369725	1.7650	0.0705
55196	-1.4773	0.0471
102724618	-16.5849	0.4950
107984473	0.0000	nan
636	-0.3195	0.6841
121512	-1.1934	0.0787
10059	-0.1369	0.8610
51067	-0.1184	0.6860
5318	1.2397	0.5281
341359	14.6649	0.2722
105369726	0.0000	nan
84920	0.3366	0.7951
107984469	0.0000	nan
144245	-0.4989	0.6143
144402	-3.7366	0.2490
107984504	-18.7421	0.1539
107984484	0.0000	nan
105369730	0.0000	nan
55605	-0.5461	0.6660
101927019	-17.5903	0.1083
225	-1.6775	0.4188
283461	-0.7816	0.0478
114134	-0.2835	0.7877
112268095	-13.2154	0.4950
101930164	0.0000	nan
105369734	17.9373	0.2722
107984474	-14.2366	0.4950
105369735	-13.7784	0.2192
120892	-1.9836	0.0279
105369736	-13.1550	0.4950
283463	-3.1349	0.3328
1272	-3.7035	0.4345
107984496	0.0000	nan
29951	-12.7449	0.4950
107984499	0.0000	nan
107984498	0.0000	nan
101927038	0.0000	nan
105378247	-15.2745	0.4950
283464	0.2639	0.8133
10138	0.1017	0.8925
85437	0.5851	0.1716
102467003	-17.5359	0.2192
51535	0.1392	0.8292
144165	-2.2878	0.2358
101927058	0.0000	nan
105369738	0.0000	nan
105369739	1.3535	0.5475
105369740	-15.9860	0.3033
80070	1.3524	0.5074
83448	0.0817	0.9453
51135	-0.6016	0.3027
5756	0.2535	0.8085
84216	-0.2114	0.7861
4753	-11.7218	0.4950
440097	0.0000	nan
105369742	0.0000	nan
83956	2.6771	0.1511
51054	-0.6593	0.2453
196527	-0.8745	0.3171
105369743	0.8101	0.5274
105369744	3.8132	0.3041
400027	-1.0985	0.1901
196528	-1.0298	0.0794
105369745	-0.8594	0.3918
9169	-0.4599	0.5628
81539	-0.6641	0.4006
105378248	0.7802	0.6282
54407	0.9983	0.5145
102723757	-2.3323	0.0732
100288798	0.0319	0.9757
55089	-1.8746	0.2900
107984466	-17.3291	0.3699
347902	-2.7745	0.2317
91523	-1.6701	0.2099
100616486	0.0000	nan
100233209	-3.4473	0.2766
105369746	-16.0974	0.4040
105369747	-15.7375	0.4950
107984528	0.0000	nan
100616478	0.0000	nan
111082992	0.0000	nan
79657	-0.2248	0.7629
105369748	-1.2312	0.0211
8909	-2.9519	0.0084
10411	-3.3709	0.1777
55652	0.3057	0.2927
51564	-1.5587	0.0235
107984503	-4.8916	0.0142
7421	-1.1022	0.2090
79022	-0.8274	0.2475
1280	-11.3085	0.4950
105369752	0.0000	nan
105369750	0.0000	nan
29843	-0.0279	0.9625
5213	-0.7909	0.2282
102466657	-20.9625	0.0092
140461	-0.0200	0.9524
387856	-0.5541	0.4506
102725258	1.3704	0.4922
121275	-16.5693	0.3886
105369753	15.9815	0.2722
341567	-13.4957	0.4950
121274	-0.5047	0.3854
121273	-0.5448	0.7794
23519	-13.8199	0.4950
341568	18.1519	0.2722
3906	-15.4405	0.4950
54934	-0.4813	0.2036
677815	-19.6846	0.1132
100302221	-19.8920	0.0524
677793	-20.3159	0.0740
677794	-19.0853	0.2418
904	-0.4844	0.3471
255411	-1.9844	0.0028
112	-2.5798	0.0186
100616262	-21.8549	0.0965
100506125	-16.3466	0.4950
101927241	-3.8782	0.2089
784	-1.0135	0.1255
9416	-0.7318	0.1805
105369755	-1.1314	0.0315
27289	0.6693	0.6947
85478	-0.6508	0.0631
51303	0.0997	0.8064
377	0.3113	0.5459
7480	1.4447	0.0132
7471	0.0000	nan
105369757	0.0000	nan
105369756	19.0925	0.2722
23109	0.2906	0.5432
105369758	-0.9750	0.1749
5571	0.0204	0.9316
8085	-2.1481	0.1087
121268	1.4439	0.2534
50846	-11.4552	0.4950
105369759	-14.0536	0.4950
55716	-0.7466	0.3910
10376	2.5627	0.0807
105369760	1.9549	0.1547
7846	0.9514	0.0009
84790	1.5188	0.0037
101927267	1.9329	0.2467
5630	-14.9388	0.3293
10024	2.0047	0.1589
338761	-12.8180	0.4950
79962	2.9869	0.1312
65244	-0.0255	0.9345
100335030	2.0644	0.3845
23416	0.1626	0.4049
105369761	-18.1720	0.0269
10445	-0.0095	0.9897
84070	-0.7813	0.4307
25766	-0.6130	0.2529
91010	-0.0586	0.6283
7009	0.2421	0.3217
57701	-1.8378	0.0367
100286844	-0.6938	0.2046
144233	-0.3338	0.5815
23017	-0.4450	0.5793
283332	0.0000	nan
101927292	0.0000	nan
105369763	0.0000	nan
359	0.0000	nan
101927318	0.0000	nan
362	-14.6179	0.4950
105369764	-11.8498	0.4950
363	0.7284	0.6695
102723963	-15.6607	0.4950
29127	2.0985	0.2858
41	-1.6854	0.2407
6602	-0.6871	0.0272
2819	1.4039	0.4655
84987	-0.0120	0.9816
91012	-0.2715	0.2735
51474	0.0301	0.9728
100302220	0.0000	nan
107984505	-1.2154	0.3319
121006	-14.6153	0.1579
113251	-0.1765	0.8706
106633800	-20.0774	0.0965
57609	-0.7144	0.3370
466	0.1118	0.7952
283471	-13.3314	0.4950
25840	-0.7743	0.5269
613227	-18.1694	0.0435
4891	-0.6061	0.1040
25875	-0.7652	0.1288
81566	-0.1594	0.5898
7024	-0.2647	0.5113
5463	-0.7560	0.1177
9802	-0.0936	0.7606
57228	0.3505	0.6642
102723983	-0.5750	0.3732
51411	-16.1700	0.4950
105369767	0.0000	nan
1990	-1.8003	0.6238
11226	0.3966	0.7185
9498	0.0490	0.9676
107984508	14.9840	0.2722
105369768	18.6913	0.2722
6334	-1.2657	0.1019
401720	-3.8242	0.0682
105369971	-16.9552	0.3033
341405	0.0000	nan
94	-0.5113	0.6040
91	-0.7134	0.0172
692159	-18.8395	0.0847
160622	-0.9771	0.3454
3164	-3.0370	0.0477
107984510	-19.3258	0.2059
60673	0.3440	0.7258
113523638	1.3475	0.5037
26628	1.9903	0.3939
112268096	-12.6168	0.4950
105369771	3.5587	0.3113
144501	-1.3635	0.4010
283403	0.0000	nan
283404	0.9134	0.6237
3855	1.0627	0.5220
109729127	1.5168	0.4335
85349	-4.5906	0.1488
3892	-1.5605	0.1643
3887	0.6550	0.1980
3889	-13.0028	0.4950
3891	14.1858	0.2722
3890	0.0000	nan
3888	0.0000	nan
9119	-12.7918	0.4950
3854	0.0000	nan
286887	0.0000	nan
3853	0.0000	nan
3852	0.0000	nan
112802	0.0000	nan
121391	0.0000	nan
140807	0.0000	nan
319101	0.0000	nan
100127967	0.0000	nan
105369772	0.0000	nan
3849	0.0000	nan
3848	0.0000	nan
374454	0.0000	nan
51350	0.0000	nan
3850	0.0000	nan
3851	-3.0972	0.2120
338785	-12.8233	0.4950
196374	15.6773	0.2722
3856	0.2306	0.8049
113218482	-18.2728	0.2192
3875	-1.1501	0.4133
1975	-0.2319	0.7338
283335	-1.0507	0.0526
23371	-0.9536	0.2168
102466193	-1.5338	0.2505
84926	-0.4146	0.2736
3489	0.5150	0.6126
8435	2.2670	0.0025
51380	-1.6437	0.0263
283337	-0.8593	0.2361
3695	-0.1990	0.6389
5916	-1.1395	0.0133
84975	-0.4312	0.0373
9700	1.1570	0.3581
5204	-0.1427	0.8732
112268097	0.5657	0.5693
60314	0.5250	0.0359
8086	1.0643	0.1382
121340	-13.9114	0.3065
6667	-0.2976	0.4150
269	2.5452	0.3544
54458	0.2593	0.5066
5094	-0.7002	0.1186
102157401	-0.3649	0.3121
7786	-0.6999	0.0495
6895	-0.5461	0.3424
114108587	-1.4514	0.0148
8620	-1.8828	0.0203
11016	-0.2769	0.7095
100652999	-0.3640	0.7189
517	-0.0440	0.9652
57658	-0.3908	0.4861
105369774	-14.4154	0.4950
102216268	0.0000	nan
105378250	0.0000	nan
107984525	-14.2356	0.1082
100874366	0.0000	nan
3229	-12.6373	0.4950
105369775	0.0000	nan
3228	0.0000	nan
100124700	-12.5430	0.4950
3227	-2.2309	0.5878
100874365	-1.2803	0.5655
3226	-0.7405	0.7169
406973	-17.0937	0.4950
100874364	-2.3661	0.3943
100874363	-4.6598	0.2718
3225	-0.8678	0.2190
107984512	-1.8813	0.0740
3224	-1.1308	0.1008
3221	-1.2981	0.1455
3222	-1.1475	0.1469
3223	-1.2904	0.1255
693200	-21.1411	0.1082
440101	-1.7896	0.0574
100240735	-2.0964	0.0505
100240734	-2.8453	0.0192
23583	-0.7605	0.1362
400043	-1.3638	0.0483
105369776	-2.2576	0.0393
102724030	-1.9373	0.2026
105369777	3.8129	0.3041
23468	0.7895	0.5006
100616400	1.5329	0.0002
112935960	-0.4885	0.5318
3178	0.4964	0.2254
4778	-2.4512	0.0639
22818	-0.0300	0.9141
442892	3.1610	0.3265
102724050	-1.0384	0.0175
53831	0.0000	nan
25946	-2.6106	0.0142
3678	0.1353	0.7530
121355	0.0000	nan
3071	16.3560	0.2195
5153	-1.0116	0.6894
5502	0.0000	nan
644076	0.0000	nan
90070	0.0000	nan
117159	18.7419	0.2722
118430	0.0000	nan
9840	-10.4767	0.4950
107984515	0.0000	nan
58158	0.0000	nan
101927484	0.0000	nan
441639	0.0000	nan
121364	0.0000	nan
254783	0.0000	nan
283365	0.0000	nan
390321	0.0000	nan
254786	0.0000	nan
390323	0.0000	nan
403282	16.6759	0.2722
390326	0.0000	nan
341416	0.0000	nan
390327	0.0000	nan
403284	0.0000	nan
341418	0.0000	nan
121129	0.0000	nan
121130	0.0000	nan
196410	0.0772	0.9412
3679	-2.0522	0.0413
100528022	0.2059	0.8139
2647	0.4341	0.6552
5959	-2.0098	0.2316
967	0.4354	0.1706
105369779	-1.1969	0.0478
10220	-0.8413	0.2452
84324	0.4846	0.5328
29095	-0.1013	0.6018
85406	-0.8175	0.0941
440104	-0.7299	0.1124
4327	0.0444	0.8534
84305	0.5589	0.4954
1606	-0.6969	0.3226
6490	-1.6792	0.1330
1017	0.2886	0.4749
5869	-0.6980	0.1127
6821	-0.2501	0.5221
64375	-0.9066	0.2228
105369781	-1.5529	0.1596
105369780	-3.3100	0.0255
6231	0.7907	0.3569
2065	-0.9665	0.3197
105369782	-3.1237	0.2133
5036	1.1948	0.0407
6171	0.9293	0.3965
84872	-0.1418	0.7941
23344	0.1681	0.7268
107987175	-0.1114	0.9232
140465	-0.0878	0.9055
4637	-0.2182	0.5786
6601	-0.7416	0.1107
100189152	0.0000	nan
107984468	-13.9713	0.4950
10193	-0.6408	0.1543
79035	0.8316	0.1965
283375	1.0486	0.4886
283373	-1.3548	0.0742
93058	-0.1325	0.2812
1431	0.8647	0.2664
10330	0.2669	0.4832
112268098	0.3517	0.4145
9924	-1.1812	0.0538
51561	-0.8721	0.3168
6773	-0.7426	0.2453
319	2.6747	0.3547
8914	0.5730	0.1965
4284	2.3328	0.3100
283377	0.4629	0.1197
27165	-0.4981	0.1771
106635541	3.3859	0.2370
5939	-0.5338	0.2243
11176	-1.7094	0.0224
506	0.8280	0.1835
692090	0.0633	0.8390
26789	-1.7791	0.1198
10728	-0.3623	0.6450
4666	0.7513	0.3996
5557	1.4176	0.4633
8630	-1.7205	0.4395
121214	-13.0703	0.4950
8608	-0.6637	0.4374
11318	-14.1088	0.2418
9880	-0.8480	0.1700
6866	0.0000	nan
4640	-14.9957	0.1082
23306	0.7138	0.5445
4665	-0.9856	0.1980
6778	-0.6076	0.2599
4035	-3.0783	0.0191
105751187	-4.6555	0.0432
100302201	-19.2590	0.2754
11247	-1.2551	0.2798
6472	0.2121	0.8425
56901	0.0315	0.9779
246329	-1.1500	0.4004
22864	-0.7225	0.2185
3626	0.3459	0.8329
83729	-0.2754	0.8617
2735	0.2930	0.8090
64333	-1.7943	0.2396
4141	-0.1352	0.8850
102465454	-3.0067	0.1444
1649	-0.0845	0.9450
693201	-24.0191	0.2195
114785	-2.6871	0.0051
10540	-0.5408	0.2979
3798	-0.5183	0.5545
79837	-0.0590	0.8536
196403	-1.1816	0.1971
115557	-1.2384	0.1096
101927583	-1.8069	0.3227
65012	-0.1105	0.9350
2583	0.3391	0.7525
10956	-1.2366	0.0798
116986	0.6201	0.0194
100130776	0.6459	0.0239
6302	0.2148	0.6592
1019	0.8025	0.4264
102466729	-0.2045	0.4145
92979	-0.7964	0.6570
1594	0.6686	0.0974
4234	-0.4029	0.4807
25895	-0.6965	0.1803
10102	0.3609	0.5029
10677	-1.3388	0.1579
10106	-1.0143	0.1681
407016	-21.3878	0.0461
105369783	-1.9450	0.2636
283387	0.2046	0.6184
101927608	-0.6007	0.2476
100506844	0.4412	0.3282
91419	0.9929	0.1649
105369784	0.0000	nan
105369785	0.0000	nan
105369786	0.0000	nan
105369787	0.0000	nan
105369788	15.4606	0.2722
105369789	-15.8556	0.3862
101927653	1.6680	0.3362
100506869	-20.8169	0.3913
121227	-0.7844	0.2590
105369791	-15.8303	0.0575
105369792	0.0000	nan
9194	0.5468	0.6803
105369793	-0.5601	0.7326
338811	-0.6110	0.7302
9958	-0.3864	0.5206
102465133	-0.7031	0.1830
23041	-1.0304	0.1623
283416	-0.7382	0.1908
406891	-3.4294	0.1134
57460	-0.0883	0.9290
105369795	0.0000	nan
552	-19.0386	0.4810
105369797	0.0000	nan
283417	-1.2486	0.4977
10329	-0.5343	0.0278
104169670	-0.3931	0.1525
113218505	0.6221	0.3670
57522	0.0627	0.9360
105369801	1.9939	0.0030
105369798	-19.0356	0.4381
144577	-0.5369	0.1177
115749	0.5363	0.7376
11260	-1.1437	0.2255
29110	-0.7273	0.1593
105369803	-15.1467	0.2262
107984521	5.3536	0.2822
105369804	-16.6709	0.1891
283349	-1.7788	0.2415
100500856	19.9509	0.2722
693129	19.9509	0.2722
2799	-1.0036	0.2424
23329	-1.0904	0.0690
400046	0.0000	nan
109729131	0.0000	nan
107984522	0.0000	nan
11197	-17.8094	0.1499
23592	-0.6634	0.4147
253827	-0.7730	0.3021
100507065	2.3394	0.3608
105369809	0.8037	0.6258
105369187	0.0000	nan
105369808	16.6614	0.2722
105369807	2.2146	0.3751
105369806	0.0000	nan
204010	1.2347	0.4434
8091	2.3905	0.2712
100129940	-0.6387	0.7190
102464827	0.0000	nan
105369810	0.0000	nan
84298	0.4767	0.2614
103625681	-1.1676	0.2419
51643	-0.0380	0.9394
11213	-0.6020	0.3257
102465249	-1.2109	0.3248
92797	-0.0186	0.9840
23426	-5.4838	0.2999
105369811	-17.3336	0.3580
102724421	0.0000	nan
55832	-0.2463	0.6891
105369813	-14.2786	0.4950
105369812	-15.0626	0.0150
102724433	0.0000	nan
100507175	-13.0848	0.4950
105369815	0.0000	nan
8445	0.2758	0.7892
105369816	-0.6859	0.3012
101927901	-0.1242	0.9176
107984531	0.5055	0.7555
107984526	0.0000	nan
101927922	-0.4601	0.7221
100885789	-13.9416	0.4950
3458	17.3088	0.2722
105369818	-15.8995	0.1972
55801	0.0000	nan
50616	17.2128	0.2722
56890	-1.3204	0.0455
105369819	-17.7760	0.1250
100507195	-20.9143	0.2057
5908	0.3726	0.7267
100379132	-16.7256	0.4950
100507250	-0.2243	0.9046
57122	0.0989	0.8907
55508	-0.4262	0.4939
105369820	-0.1101	0.9230
100130075	1.5502	0.4705
4193	-0.7818	0.1152
1368	-0.3499	0.6869
107984471	2.4971	0.3552
11052	-0.7192	0.0459
100302182	2.0647	0.3845
4069	-16.3434	0.2514
8089	0.3583	0.6983
105369822	-16.9848	0.3862
10818	0.1763	0.8751
109623461	0.0000	nan
100500903	20.5564	0.2722
100500868	20.5851	0.2722
10576	0.3794	0.1154
376132	0.0000	nan
105369823	18.0292	0.2722
144453	0.0824	0.9588
101928002	-14.2589	0.3032
117177	-1.4049	0.1406
196446	-13.2841	0.1082
105369826	-14.2674	0.2754
101928062	-0.8009	0.0335
4848	-0.2392	0.0487
27345	-1.2582	0.0489
105369827	0.0000	nan
5787	0.9955	0.5392
105369828	0.4188	0.7394
5801	1.2735	0.4572
7103	-20.2745	0.3467
105369831	-15.3604	0.4950
105369832	-16.3356	0.4950
8549	-3.5989	0.3215
105369833	-16.3042	0.4381
196441	-1.1860	0.2205
107984529	-1.8390	0.3503
83591	-0.5492	0.5570
55266	-0.9673	0.2879
107984530	19.5951	0.2722
23011	0.4336	0.6610
64786	-0.5897	0.3088
729633	3.9326	0.2403
121278	-13.0033	0.4950
29953	2.7754	0.3325
283392	2.4173	0.3576
105369838	0.0000	nan
101928137	17.3937	0.2722
105369839	0.0000	nan
105369840	0.0000	nan
105369841	0.0000	nan
100507377	0.0000	nan
107987178	0.0000	nan
552889	-0.6359	0.1583
101929967	0.0000	nan
105369842	16.1576	0.2722
105369843	0.0000	nan
3747	0.0000	nan
100130268	0.0000	nan
107983975	-17.0430	0.1082
84698	-0.4884	0.6332
256710	-1.1860	0.2528
144321	-2.2784	0.1781
11010	0.6164	0.6822
11103	1.0065	0.5348
105369844	1.5440	0.5036
107984533	0.0000	nan
105369846	13.1035	0.2722
105369847	-14.0888	0.4950
22822	1.7652	0.3543
4673	0.3203	0.6959
105369848	0.4023	0.6937
79738	0.5495	0.6851
114882	-0.3242	0.7317
105369850	-0.2620	0.8438
105369851	3.4514	0.0665
23390	-1.1383	0.1689
1466	-0.0153	0.9873
144455	1.5512	0.3843
105369853	-15.9996	0.2754
105369854	2.6929	0.3428
105369855	0.0000	nan
105369856	0.0000	nan
89795	-0.9345	0.3635
105369860	0.0000	nan
105369859	0.0000	nan
6857	-0.5188	0.7659
105369863	16.2185	0.2722
100302136	0.0000	nan
5074	-0.4331	0.6006
105369864	0.2826	0.8589
4659	0.9325	0.4841
105369865	1.6103	0.4005
283310	1.5460	0.4459
374462	-3.0222	0.1505
105369867	2.3311	0.3842
4618	0.0000	nan
4617	0.0000	nan
101928420	1.7459	0.4642
8825	0.2002	0.7940
693202	0.0000	nan
105369869	-2.1124	0.0379
693203	0.0000	nan
79611	-0.7798	0.0933
107984535	-12.1199	0.4950
100616133	0.0000	nan
8499	-0.0915	0.9242
102724663	-13.9198	0.4950
105369872	0.0000	nan
101928449	0.0000	nan
105369873	-12.9575	0.4950
29080	0.9208	0.0409
84190	-0.1231	0.8029
107987180	1.5759	0.4969
107984487	0.0000	nan
160335	-4.0067	0.0632
105369874	0.0000	nan
107984536	0.0000	nan
105369875	-15.9130	0.4950
55117	-0.1249	0.8888
102724680	3.2306	0.2069
144448	-0.4594	0.7224
84125	-1.0473	0.0871
8092	3.2643	0.3220
105369876	-13.1566	0.4950
107984537	-13.5178	0.3828
9182	-1.0209	0.2134
4922	0.0000	nan
25834	2.9741	0.3263
105369877	19.3233	0.2722
113839519	0.0000	nan
105369878	-14.7317	0.4950
105369879	0.0000	nan
107984478	-15.1331	0.4950
105369880	0.0000	nan
105369881	0.0000	nan
110806294	0.0000	nan
400058	-1.2139	0.4878
160419	-0.9835	0.7376
107984542	3.2761	0.2206
91298	-0.0349	0.9553
80184	-0.2439	0.7903
160418	0.1444	0.8988
4254	-0.6528	0.4996
105369885	-17.8217	0.1228
105369886	0.0000	nan
105369887	0.3738	0.8661
728084	-12.5478	0.4950
105378255	0.0000	nan
1848	-1.1779	0.3195
282809	-0.2269	0.8042
100528030	0.0895	0.9250
8693	0.1855	0.8481
109729146	-1.8709	0.0579
490	-0.7327	0.3070
338758	-1.5484	0.0456
107984543	-19.0377	0.3459
105369890	-1.9234	0.1015
105369891	-15.1959	0.4950
105369892	0.0000	nan
105369893	5.7111	0.2799
102724834	0.0000	nan
105369895	0.0000	nan
439916	0.0000	nan
196477	0.0000	nan
1833	-0.2886	0.9070
11081	-12.5685	0.4950
4060	-1.4900	0.3175
1634	-2.9499	0.1373
105369898	2.3707	0.3641
107984544	2.0165	0.4216
105369897	-3.0173	0.0818
105369896	0.0000	nan
105369900	0.0000	nan
105369901	-12.7727	0.4950
256021	-0.5506	0.6396
694	-1.4855	0.1325
101928617	-2.4478	0.2059
107984023	-15.3793	0.0268
101930023	0.5500	0.3668
105369903	0.0000	nan
105369902	0.0000	nan
107984467	0.0000	nan
574016	0.0000	nan
574028	0.0000	nan
100507616	-16.8529	0.2273
105369904	-12.8703	0.4950
105369905	-0.3960	0.7753
338809	0.0000	nan
440107	3.7100	0.3069
8411	-0.4003	0.6856
105369906	-0.5088	0.7456
643339	-2.7941	0.0004
105369907	0.0000	nan
105369908	-14.0567	0.4950
102724933	-16.3530	0.2280
105369909	-17.4233	0.0389
11163	-0.2959	0.6674
7334	-0.0429	0.8984
112267866	0.0794	0.8499
28977	-0.1328	0.8537
144481	-0.7846	0.4045
8835	-1.7609	0.2770
8738	-1.2331	0.0538
101928731	-17.1453	0.1080
105369911	-0.6717	0.5107
105369912	0.0000	nan
105369913	-15.7671	0.0709
10154	-0.0970	0.8083
51134	0.5744	0.5569
144486	0.4771	0.7451
102724960	0.0000	nan
100847031	0.0000	nan
57458	-1.6321	0.4097
102465834	0.0000	nan
105369914	0.0000	nan
574449	0.0000	nan
160313	0.0000	nan
105369915	-3.8950	0.0980
55967	0.8829	0.0607
7181	-0.7840	0.2199
55785	0.9126	0.5315
112268099	-15.7490	0.3642
55591	0.2172	0.6117
442903	-20.2234	0.0078
100500802	2.0703	0.3907
105369917	-13.2047	0.4950
107984545	0.0000	nan
10988	0.6876	0.2862
84101	-2.5880	0.0431
100132594	-2.0544	0.0307
59277	-1.2527	0.0529
105369919	2.2131	0.1261
